Item Code,Description,Short Desc.,$ Cost,$ Retail,Sale UOM Code,Sale UOM Conv,Item Class,Item Class 2,Item Class 3,Vendor
124,Kahlua (Component),KahluaBott,13.3,0,ML,0.0014,Alcohol,Alcohol - Spirits,Liqueur,Casa Juilia plc
1424,Kahlua Double,Kahlua50ml,0.94962,4,50ml,1,Alcohol,Alcohol - Spirits,Liqueur,Trafalgar
143,Kew Garden Gin (Component),KewGarBott,21.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1241,Kew Gardens Double,Kew50ml,1.56366,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1242,Kew Gardens Gin,KewButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1240,Kew Gardens Single,Kew25ml,0.78183,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1006,Kids Main Chicken Burger,KM Burger,0,7,Each,1,Food,Hot Food,,Trafalgar
1011,Kids Main Cod,KM Cod,0,7,Each,1,Food,Hot Food,,Trafalgar
1010,Kids Main Pasta,KM Pasta,0,7,Each,1,Food,Hot Food,,Trafalgar
1005,Kids Menu,KidsButt,0,0,Each,1,Food,Hot Food,,Trafalgar
1456,King of Soho Double,KingSo50ml,1.52439,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
1455,King of Soho Single,KingSo25ml,0.762195,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
1457,King of Soho Variorum Pink Berry,KingSoButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
65,King Of Soho Variorum Pink Berry Gin (Component),KingSoBott,21.35,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin Flavoured,Casa Juilia plc
666,Kingsdown Sparkling Water,WaterSpark,0.34,3.5,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
665,Kingsdown Still Water,WaterStill,0.34,3.5,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Trafalgar
664,Kingstown Glass Bottled Water,WaterButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
193,Kir Royale Champ Fizz,KirRoyale,1.4035,20,Each,1,Alcohol,,,Trafalgar
1286,Kraken Black Spiced Double,Kraken50ml,1.33161,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Flavoured,Trafalgar
79,Kraken Black Spiced Rum (Component),KrakenBott,18.65,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Flavoured,Casa Juilia plc
1285,Kraken Black Spiced Single,Kraken25ml,0.665805,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Flavoured,Trafalgar
1287,Kraken Spiced Rum,KrakenButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1322,Krupnik Honey Double,Krupn50ml,1.16382,9.3,50ml,1,Alcohol,Alcohol - Spirits,Vodka Flavoured,Trafalgar
1321,Krupnik Honey Single,Krupn25ml,0.58191,4.65,25ml,1,Alcohol,Alcohol - Spirits,Vodka Flavoured,Trafalgar
1323,Krupnik Honey Vodka,KrupnButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
90,Krupnik Honey Vodka (Component),KrupnBott,16.3,0,ML,0.0014,Alcohol,Alcohol - Spirits,Vodka Flavoured,Casa Juilia plc
304,La Cadence Blanc,BlancButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
305,La Cadence Blanc (Component),BlancBott,6.15,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
806,La Cadence Blanc 125ml,Blanc125ml,1.025205,4.2,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
651,La Cadence Blanc 175ml,Blanc175ml,1.434795,5.5,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
653,La Cadence Blanc 250ml,Blanc250ml,2.049795,7.1,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
669,La Cadence Blanc 750ml,Blanc750ml,6.15,21,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
313,La Cadence Rouge,RougeButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
751,La Cadence Rouge (Component),RougeBott,4.5,0,ML,0.0013,Alcohol,Alcohol - Wine,Red Wines,Enotria
715,La Cadence Rouge 125ml,Rouge125ml,0.0747,4.2,125ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
716,La Cadence Rouge 175ml,Rouge175ml,1.04985,5.5,175ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
752,La Cadence Rouge 250ml,Rouge250ml,1.49985,7.1,250ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
753,La Cadence Rouge 750ml,Rouge750ml,4.5,21,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
9019,"Lamb Croquettes, Tzatziki",LambCroq,0,9.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
221,Lamb Shoulder,Lamb,0,9.5,Each,1,Food,Hot Food,,Trafalgar
1338,Laphroaig 10yr ,LaphrButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1337,Laphroaig 10yr Double,Laphr50ml,2.142,11.9,50ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1336,Laphroaig 10yr Single,Laphr25ml,1.071,5.95,25ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
95,Laphroaig 10yr Whisky (Component),LaphrBott,30,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Single Malt,Casa Juilia plc
802,Large 0.8,Large0.8,0,4.1,Each,1,Soft Drinks,,,Trafalgar
8053,Large Coke 32oz,CokeLarge,1.6629,4.1,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8058,Large Diet Coke 32oz,DietLarge,1.287,4.1,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8063,Large Fanta 32oz,FantaLarge,1.287,4.1,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8068,Large Lemonade 32oz,LemonLarge,1.3598,4.1,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
380,Latte,Latte,0.05992,3.6,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
325,Le Pas Du Moine Chateau Gassier,PasDi Moi ,0,0,Each,1,Alcohol,Alcohol - Wine,,Enotria
854,Le Pas Du Moine Chateau Gassier (125ml),125PasDuM,0,4.2,125ml,125,Alcohol,Alcohol - Wine,,Enotria
832,Le Pas Du Moine Chateau Gassier (175ml),175PasDuM,0,6,175ml,175,Alcohol,Alcohol - Wine,,Enotria
833,Le Pas Du Moine Chateau Gassier (250ml),250PasDuM,0,8,250ml,250,Alcohol,Alcohol - Wine,,Enotria
795,Le Pas Du Moine Chateau Gassier (Bottle),BOTPasDuM,0,26,Bottle,1,Alcohol,Alcohol - Wine,,Enotria
310,Le Petit Broux,SancButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
788,Le Petit Broux (Component),SancBott,10.9,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
789,Le Petit Broux 125ml,Sanc125ml,1.81703,8.5,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
790,Le Petit Broux 175ml,Sanc175ml,2.54297,11.5,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
791,Le Petit Broux 250ml,Sanc250ml,3.63297,15,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
792,Le Petit Broux 750ml,Sanc750ml,10.9,45,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
9007,LEAFF Zero To Hero,ZeroHero,0,10,Each,1,Alcohol,,,Trafalgar
358,Lemon Poppyseed Load,LemPoppy,0,3.95,Each,1,Snacks,,,Trafalgar
655,Lemon Posset,LemonPoss,0,6,Each,1,Food,Desserts,,Trafalgar
33,Lemon Sorbet,LemonSorb,0.46,3.95,Each,1,Ice Cream,,,Marshfield Farm Ice Cream
47,Lemonade Bibs (Component),Lemonade,52.3,0,Oz,0.0041,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8069,Lemonade Post Mix,LemonButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
130,Lillet Blanc (Component),LilletBott,13.09,0,ML,0.0014,Alcohol,Alcohol - Spirits,Aperatifs,Casa Juilia plc
158,Lime & Lemongrass Cordial (Component),LimeCBott,3.3,0,ML,0.002,Alcohol,Alcohol - Spirits,Cordials,Casa Juilia plc
49,Limoncello 50ml,Limonc50ml,0.016429,4.5,50ml,50,Alcohol,,,Casa Juilia plc
180,Low Alcohol Stiegl Radler,LARadler,23.65,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
35,Luscombe Glass Bottle,LuscButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
37,Luscombe Orange,LuscOrange,0.9,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
36,Luscombe Raspberry,LuscRasp,0.8,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
38,Luscombe Sicilian Lemonade,LuscLemona,0.93,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
39,Luscombe St Clements,LuscStClem,0.9,4,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
1107,M&M Crispy 107g,M&M Crispy,1.81,4.1,Each,1,Confectionary,,,Cafe Praego
1106,M&M Peanut 125g,M&M Peanut,1.81,4.1,Each,1,Confectionary,,,Cafe Praego
96,Macallan Double Cask Gold Whisky (Component),MacalBott,31.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Single Malt,Casa Juilia plc
1341,Macallan Double Cast Gold,MacalButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1340,Macallan Double Cast Gold Double,Macal50ml,2.27052,11.9,50ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
1339,Macallan Double Cast Gold Single,Macal25ml,1.13526,5.95,25ml,1,Alcohol,Alcohol - Spirits,Whisky Single Malt,Trafalgar
338,Macchiato,Macchiato,0.05992,2.5,G,1,Hot Drinks,Hot Drinks - Coffee,,Trafalgar
1374,Makers Mark,MakersButt,0.002117,0,Each,1,Parent Sale Button,,,Trafalgar
1373,Makers Mark Double,Makers50ml,1.48155,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Bourbon,Trafalgar
1372,Makers Mark Single,Makers25ml,0.740775,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Bourbon,Trafalgar
107,Makers Mark Whisky (Component),MakersBott,20.75,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Bourbon,Casa Juilia plc
1460,Malfy Blood Orange,MalOraButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1459,Malfy Blood Orange Double,MalOra50ml,1.42086,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
66,Malfy Blood Orange Gin (Component),MalOraBott,19.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin Flavoured,Casa Juilia plc
1458,Malfy Blood Orange Single,MalOra25ml,0.71043,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin Flavoured,Trafalgar
1290,Malibu Rum,MalibuButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
80,Malibu Rum (Component),MalibuBott,11.8,0,ML,0.0014,Alcohol,Alcohol - Spirits,Rum Flavoured,Casa Juilia plc
1289,Malibu Rum Double,Malibu50ml,0.84252,9.3,50ml,1,Alcohol,Alcohol - Spirits,Rum Flavoured,Trafalgar
1288,Malibu Rum Single,Malibu25ml,0.42126,4.65,25ml,1,Alcohol,Alcohol - Spirits,Rum Flavoured,Trafalgar
1103,Malibu Spritz,MalibuSpri,2.03175,12.5,Each,1,Alcohol,,,Casa Juilia plc
215,Marinated Olives,Olives,18.5,5,Each,1,Food,Small Plates,,Trafalgar
8021,Marshmello,Marshmello,0,3.25,Each,1,Snacks,,,Trafalgar
136,Martini Bianco (Component),MBiancBott,7.62,0,ML,0.0013,Alcohol,Alcohol - Spirits,Vermouth,Casa Juilia plc
1441,Martini Bianco Double,MBianc50ml,0.508254,4.25,50ml,1,Alcohol,Alcohol - Spirits,Vermouth,Trafalgar
137,Martini Dry (Component),MDryBott,7.62,0,ML,0.0013,Alcohol,Alcohol - Spirits,Vermouth,Casa Juilia plc
1443,Martini Dry Double,MDry50ml,0.508254,4.25,50ml,1,Alcohol,Alcohol - Spirits,Vermouth,Trafalgar
138,Martini Rosso (Component),MRossoBott,7.62,0,ML,0.0013,Alcohol,Alcohol - Spirits,Vermouth,Casa Juilia plc
1445,Martini Rosso Double,MRosso50ml,0.508254,4.25,50ml,1,Alcohol,Alcohol - Spirits,Vermouth,Trafalgar
801,Med 0.5,Med0.5,0,3.8,Each,1,Soft Drinks,,,Trafalgar
384,Milk,Milk,0,0,Each,1,Hot Drinks,,,Trafalgar
365,Millionaire Shortbread,Millionair,0,2.5,Each,1,Snacks,,,Trafalgar
194,Mimosa Champ Fizz,Mimosa,3.32405,20,Each,1,Alcohol,,,Trafalgar
1105,Minstrels 125g,Minstrels,1.82,4.1,Each,1,Confectionary,,,Cafe Praego
8028,Mix Popcorn Large,MixPopL,5.3119,5.95,Each,1,Popcorn,,,PCO Group (Popcorn)
8027,Mix Popcorn Medium,MixPopM,1.371875,4.95,Each,1,Popcorn,,,PCO Group (Popcorn)
1226,Monkey 47 Double,Monkey50ml,1.9278,9.3,50ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1227,Monkey 47 Gin,MonkeyButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
59,Monkey 47 Gin (Component),MonkeyBott,27,0,ML,0.0014,Alcohol,Alcohol - Spirits,Gin,Casa Juilia plc
1225,Monkey 47 Single,Monkey25ml,0.9639,4.65,25ml,1,Alcohol,Alcohol - Spirits,Gin,Trafalgar
1359,Monkey Shoulder,MonkeyButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1358,Monkey Shoulder Double,Monkey50ml,1.59222,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
1357,Monkey Shoulder Single,Monkey25ml,0.79611,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Blended,Trafalgar
102,Monkey Shoulder Whisky (Component),MonkeyBott,22.3,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Blended,Casa Juilia plc
1102,Muffin ,Muffin,0,3.95,Each,1,Snacks,Desserts,,Trafalgar
1001,Nata,Nata,0,2,Each,1,Snacks,Desserts,,Trafalgar
8072,National Popcorn Mix,NatPopMix,0.68045,0,Each,1,Popcorn,,,PCO Group (Popcorn)
8070,National Popcorn Salt,NatPopSalt,0.61875,0,Each,1,Popcorn,,,PCO Group (Popcorn)
8071,National Popcorn Sweet,NatPopSwee,0.753125,0,Each,1,Popcorn,,,PCO Group (Popcorn)
8033,Naughty List Chocolate with Baileys,ChocBailys,0.98956,6.85,Each,1,Hot Drinks,Hot Drinks - Hot Chocolate,,Trafalgar
8032,Naughty List Chocolate with Malfy Gin,ChocMalGin,1.31443,6.85,Each,1,Hot Drinks,Hot Drinks - Hot Chocolate,,Trafalgar
315,Nero d'Avola,NeroButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
870,Nero d'Avola (Component),NeroBott,5.95,0,ML,0.0013,Alcohol,Alcohol - Wine,Red Wines,Enotria
864,Nero d'Avola 125ml,Nero125ml,0.991865,4.8,125ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
872,Nero d'Avola 175ml,Nero175ml,1.388135,6.1,175ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
891,Nero d'Avola 250ml,Nero250ml,1.983135,8.7,250ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
892,Nero d'Avola 750ml,Nero750ml,5.95,26,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
391,No Milk,No Milk,0,0,Each,1,Hot Drinks,,,Trafalgar
302,NV Argeo Ruggeri Prosecco Brut,NVProButt,0,0,Each,1,Parent Sale Button,,,Enotria
805,NV Argeo Ruggeri Prosecco Brut (Component),NVProButt,7.31,0,ML,0.0013,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
804,NV Argeo Ruggeri Prosecco Brut 125ml,NVPro125ml,1.218577,10,125ml,1,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
913,NV Argeo Ruggeri Prosecco Brut 750ml,NVPro750ml,7.31,32,Bottle,1,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
1509,NV Classic Reserve Hattingley Valley,HattClassi,0,30,Each,1,Merchandise,,,Trafalgar
914,NV Hattingley Valley Classic,NVClaButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
303,NV Hattingley Valley Classic (Component),NVClaBott,21.09,0,ML,0.0013,Alcohol,Alcohol - Sparkling,Prosecco,Enotria
1002,NV Hattingley Valley Classic 125ml,NVCla125ml,3.515703,14,125ml,1,Alcohol,Alcohol - Sparkling,Champagne,Enotria
1003,NV Hattingley Valley Classic 750ml,NVCla750ml,21.09,70,Bottle,1,Alcohol,Alcohol - Sparkling,Champagne,Enotria
911,NV Jacquart Champagne,JacqButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
320,NV Jacquart Champagne (Component),JacqBott,23.28,0,ML,0.0013,Alcohol,Alcohol - Sparkling,Champagne,Enotria
9010,NV Jacquart Champagne 125ml,Jacq125ml,3.880776,13,125ml,1,Alcohol,Alcohol - Sparkling,Champagne,Enotria
910,NV Jacquart Champagne 750ml,Jacq750ml,23.28,50,Bottle,1,Alcohol,Alcohol - Sparkling,Champagne,Enotria
387,Oat Milk,Oat,0,0,Each,1,Hot Drinks,,,Trafalgar
1404,Olmeca Altos Plata,SOlmecButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1403,Olmeca Altos Plata Double,SOlmec50ml,1.6065,9.7,50ml,1,Alcohol,Alcohol - Spirits,Tequila Silver,Trafalgar
1402,Olmeca Altos Plata Single,SOlmec25ml,0.80325,4.85,25ml,1,Alcohol,Alcohol - Spirits,Tequila Silver,Trafalgar
117,Olmeca Altos Plata Tequila (Component),SOlmecBott,22.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Tequila Silver,Casa Juilia plc
1395,Olmeca Altos Reposado,GOlmecButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1394,Olmeca Altos Reposado Double,GOlmec50ml,1.83855,9.7,50ml,1,Alcohol,Alcohol - Spirits,Tequila Gold,Trafalgar
1393,Olmeca Altos Reposado Single,GOlmec25ml,0.919275,4.85,25ml,1,Alcohol,Alcohol - Spirits,Tequila Gold,Trafalgar
114,Olmeca Altos Reposado Tequila (Component),GOlmecBott,25.75,0,ML,0.0014,Alcohol,Alcohol - Spirits,Tequila Gold,Casa Juilia plc
218,Padron Peppers,Padron Pep,14,5,Each,1,Food,Small Plates,,Trafalgar
9018,"Padron Peppers, Smoked Sea Salt (ve)",PadronPepp,0,6.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
9060,ParentBaby Coffee and Muffin,PBCoffMuff,0.000479,4,Each,1,Food,,,Trafalgar
1078,Parma 12oz Paper Cups 1x600,12ozcups,42.22,0,Each,1,Hot Drinks,,,Cafe Praego
1079,Parma 12oz Paper Cups 1x600,Cups,42.22,0,Each,1,Hot Drinks,,,Cafe Praego
1080,Parma 9oz Paper Cups 1x680 ,Cups,40.15,0,Each,1,Hot Drinks,,,Cafe Praego
9031,Parmesan Truffle Chips (v),TruffChips,0,6,Each,1,Food,Hot Food,Winter Menu,Trafalgar
407,ParmesanTruffChips,PTruffChip,0,6,Each,1,Food,Hot Food,,Trafalgar
9036,Partizan Dee Dee Pale Ale,Partizan D,2.01,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
1397,Patron Reposado Double,GPatro50ml,2.87742,10.6,50ml,1,Alcohol,Alcohol - Spirits,Tequila Gold,Trafalgar
1398,Patron Reposado Gold,GPatroButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1396,Patron Reposado Single,GPatro25ml,1.43871,5.3,25ml,1,Alcohol,Alcohol - Spirits,Tequila Gold,Trafalgar
115,Patron Reposado Tequila (Component),GPatroBott,40.3,0,ML,0.0014,Alcohol,Alcohol - Spirits,Tequila Gold,Casa Juilia plc
1407,Patron Silver,SPatroButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1406,Patron Silver Double,SPatro50ml,2.20626,10.6,50ml,1,Alcohol,Alcohol - Spirits,Tequila Silver,Trafalgar
1405,Patron Silver Single,SPatro25ml,1.10313,5.3,25ml,1,Alcohol,Alcohol - Spirits,Tequila Silver,Trafalgar
118,Patron Silver Tequila (Component),SPatroBott,30.9,0,ML,0.0014,Alcohol,Alcohol - Spirits,Tequila Silver,Casa Juilia plc
1365,Peaky Blinder,PeakyButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
1364,Peaky Blinder Double,Peaky50ml,1.146684,9.7,50ml,1,Alcohol,Alcohol - Spirits,Whisky Irish,Trafalgar
1363,Peaky Blinder Single,Peaky25ml,0.573342,4.85,25ml,1,Alcohol,Alcohol - Spirits,Whisky Irish,Trafalgar
104,Peaky Blinder Whisky (Component),PeakyBott,16.06,0,ML,0.0014,Alcohol,Alcohol - Spirits,Whisky Irish,Casa Juilia plc
306,Picpoul de Pinet,PinetButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
711,Picpoul de Pinet (Component),PinetBott,6.57,0,ML,0.0013,Alcohol,Alcohol - Wine,White Wines,Enotria
700,Picpoul de Pinet 125ml,Pinet125ml,1.095219,5,125ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
701,Picpoul de Pinet 175ml,Pinet175ml,1.532781,7.5,175ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
710,Picpoul de Pinet 250ml,Pinet250ml,2.189781,9.5,250ml,1,Alcohol,Alcohol - Wine,White Wines,Enotria
702,Picpoul de Pinet 750ml,Pinet750ml,6.57,29,Bottle,1,Alcohol,Alcohol - Wine,White Wines,Enotria
8030,Pigs in Blankets,PigsBlank,0,5.85,Each,1,Food,Hot Food,Season Menu,Trafalgar
131,Pimms (Component),PimmsBott,11.87,0,ML,0.0014,Alcohol,Alcohol - Spirits,Aperatifs,Casa Juilia plc
1435,Pimms Double,Pimms50ml,0.847518,4,50ml,1,Alcohol,Alcohol - Spirits,Aperatifs,Trafalgar
563,Piquillo Peppers,PiquilPep,0,9.5,Each,1,Food,Hot Food,,Trafalgar
405,Plant Based Burger,PlantBurge,0,14,Each,1,Food,Hot Food,,Trafalgar
9029,Plant Based Burger (v),PlantBurg,0,14.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
43,Post Mix,Post Mix,0,0,Each,1,Soft Drinks,,,Casa Juilia plc
13,Postal Delivery,PostalDeli,0,0,Each,1,Merchandise,,,Trafalgar
8019,Private Booking £20,PvtBook20,0,20,Each,1,Packages,,,Trafalgar
1112,Private Booking £212.50,PvtBk212,0,212.5,Each,1,Packages,,,Trafalgar
10000,Private Booking £30,PvtBook30,0,30,Each,1,Packages,,,Trafalgar
8020,Private Booking £50,PvtBook50,0,50,Each,1,Packages,,,Trafalgar
9026,Pumpkin Risotto (gf) (v),PumpkinRis,0,14.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
885,Ramon Bilbao (Component),RiojaBott,9.05,0,ML,0.0013,Alcohol,Alcohol - Wine,Red Wines,Enotria
888,Ramon Bilbao 125ml,Rioja125ml,1.508635,8.5,125ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
887,Ramon Bilbao 175ml,Rioja175ml,2.111365,11.5,175ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
886,Ramon Bilbao 250ml,Rioja250ml,3.016365,15,250ml,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
889,Ramon Bilbao 750ml,Rioja750ml,9.05,45,Bottle,1,Alcohol,Alcohol - Wine,Red Wines,Enotria
318,Ramon Bilbao Rioja Reserva,RiojaButt,0,0,Each,1,Parent Sale Button,,,Trafalgar
395,Rarer Rum,Rarer,0,0,Each,1,Alcohol,Rum White,,Trafalgar
361,Red Velvet Cake,Red Velvet,0,3.95,Each,1,Snacks,,,Trafalgar
8052,Regular Coke 22oz,CokeMed,1.14475,3.8,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8057,Regular Diet Coke 22oz,DietMed,0.88605,3.8,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8062,Regular Fanta 22oz,FantaMed,0.88605,3.8,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
8067,Regular Lemonade 22oz,LemonMed,0.93617,3.8,Oz,1,Soft Drinks,Soft Drinks - Postmix,,Casa Juilia plc
402,Roast Miso Aubergine Salad,MisoAuberg,0,8,Each,1,Food,Hot Food,,Trafalgar
363,Rocky Road Traybake,Rocky Road,0,2.5,Each,1,Snacks,,,Trafalgar
225,Rum,Rum,0,0,Each,1,Alcohol,Rum White,,Trafalgar
9022,Salad of Roast Pumpkin,SaladPumpk,0,12.5,Each,1,Food,Hot Food,Winter Menu,Trafalgar
166,Salt Popcorn,SaltPopBut,0,0,Each,1,Popcorn,,,PCO Group (Popcorn)
1501,Salt Popcorn (Component),SaltPop,49.5,0,G,0.0003,Popcorn,,,PCO Group (Popcorn)
170,Salt Popcorn Kids,Kids £2.00,0,2,Each,1,Popcorn,,,PCO Group (Popcorn)
172,Salt Popcorn Large,SaltPopL,2.871,5.95,Each,1,Popcorn,,,PCO Group (Popcorn)
8011,Salt Popcorn Medium,SaltPopM,1.2375,4.95,Each,1,Popcorn,,,PCO Group (Popcorn)
31,Salted Caramel,SaltCara,0.46,3.95,Each,1,Ice Cream,,,Marshfield Farm Ice Cream
171,Salted Popcorn Small,Small£3.95,0,3.95,Each,1,Popcorn,,,PCO Group (Popcorn)
125,Sambuca Russo (Component),SambucBott,12.5,0,ML,0.0014,Alcohol,Alcohol - Spirits,Liqueur,Casa Juilia plc
1427,Sambuca Russo Double,Sambuc50ml,0.8925,4,50ml,1,Alcohol,Alcohol - Spirits,Liqueur,Trafalgar
40,San Pellegrino,SanButt,0,0,Each,1,Parent Sale Button,,,Casa Juilia plc
42,San Pellegrino Aranciata,SanAran,0.53,3.65,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
41,San Pellegrino Limonata,SanLimon,0.53,3.65,Each,1,Soft Drinks,Soft Drinks - Glass Bottle,,Casa Juilia plc
183,Sandford's Cider,SandfordCi,1.01,5.5,Each,1,Alcohol,Alcohol - Beer,,Euroboozer Ltd
9064,Sandwich & House Wine Red,SandwichHR,0.012452,7,Each,1,Food,,,Trafalgar
9065,Sandwich & House Wine White,SandwichHW,0.170902,7,Each,1,Food,,,Trafalgar
237,Schweppes,Schweppes,0,0,Each,1,Soft Drinks,,,Trafalgar
1076,Scoop Large 60cc,Large 60cc,0.5,0,Each,1,Hot Drinks,,,Cafe Praego
1077,Scoop Medium 43cc,Scoop Medi,0.5,0,Each,1,Hot Drinks,,,Cafe Praego
299,Scotch Egg,ScotchEgg,0,7.5,Each,1,Food,Small Plates,,Trafalgar
9027,Seared Sea Bass Fillet (gf),SeaBass,0,18,Each,1,Food,Hot Food,Winter Menu,Trafalgar
431,Selections of American Whiskey,AmericaSet,0,0,Each,1,Parent Sale Button,,,Trafalgar
474,Selections of Aperatifs,ApertifSet,0,0,Each,1,Parent Sale Button,,,Trafalgar
421,Selections of Blended Whiskey,BlendedSet,0,0,Each,1,Parent Sale Button,,,Trafalgar
244,Selections of Bourbon Whisky,BourbonSet,0,0,Each,1,Parent Sale Button,,,Trafalgar
